SalePrice,OverallQual,GrLivArea,GarageCars,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,KitchenQual,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,MasVnrArea,GarageYrBlt,Fireplaces,GarageFinish,GarageType,HeatingQC,BsmtFinSF1,Foundation,LotFrontage,WoodDeckSF,2ndFlrSF
131400,5,1144,1,TA,264,864,1144,TA,TA,1,6,1961,1983,0.0,1961.0,1,RFn,Attchd,Ex,594,CBlock,80.0,165,0
108000,5,948,1,TA,300,948,948,TA,TA,1,6,1968,1968,0.0,1968.0,0,Unf,Attchd,TA,0,PConc,,147,0
163000,7,1768,2,TA,320,880,880,Gd,TA,1,6,1914,1970,0.0,1914.0,2,Unf,Detchd,Fa,390,BrkTil,60.0,0,888
93500,3,1040,2,TA,400,0,1040,,TA,2,6,1950,1950,0.0,1949.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,0
239900,8,1801,3,Gd,800,893,901,Gd,Gd,2,8,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,0,PConc,72.0,0,900
179000,5,1200,0,TA,0,1200,1200,Gd,TA,3,5,1987,1988,0.0,,0,,,TA,1200,CBlock,60.0,120,0
190000,7,1728,2,Gd,572,864,864,Gd,Gd,2,7,2004,2004,0.0,2004.0,0,RFn,Attchd,Ex,0,PConc,65.0,187,864
132000,5,1432,2,TA,360,264,768,Fa,TA,2,7,1910,2002,0.0,1910.0,0,Unf,Detchd,Ex,0,BrkTil,60.0,270,664
142000,6,912,1,TA,288,912,912,TA,Gd,1,5,1961,1996,0.0,1962.0,0,Unf,Detchd,Gd,832,CBlock,65.0,168,0
179000,7,1349,2,TA,539,1349,1349,Gd,TA,2,6,2000,2001,108.0,2000.0,0,Unf,Attchd,Ex,0,PConc,65.0,120,0
175000,5,1464,2,TA,480,520,1464,Gd,TA,2,6,1963,1999,0.0,1997.0,1,RFn,Attchd,Ex,444,CBlock,70.0,302,0
180000,8,1337,2,Gd,462,1337,1337,Gd,Gd,2,5,1993,1993,0.0,1993.0,1,RFn,Attchd,Gd,733,PConc,41.0,96,0
299800,8,2715,2,Ex,831,1142,1175,TA,Gd,3,11,1976,1996,289.0,1994.0,2,Fin,BuiltIn,Ex,575,CBlock,,0,1540
236000,7,2256,2,Gd,554,952,980,Gd,Gd,2,8,2000,2000,0.0,2000.0,1,Fin,BuiltIn,Ex,300,PConc,,224,1276
265979,7,2640,4,Gd,864,1240,1320,TA,Gd,1,8,1880,2003,0.0,1950.0,1,Unf,Detchd,TA,0,Stone,65.0,181,1320
260400,7,1720,2,Gd,527,1720,1720,Gd,Gd,2,7,1996,1996,338.0,1996.0,1,Fin,Attchd,Ex,919,PConc,59.0,240,0
98000,4,1529,1,TA,240,0,1088,,TA,2,9,1945,1950,0.0,1945.0,0,Unf,Detchd,TA,0,Slab,50.0,92,441
96500,4,1140,0,TA,0,576,792,TA,TA,1,7,1910,2004,0.0,,0,,,Gd,0,BrkTil,55.0,0,348
162000,7,1320,2,Gd,400,660,660,Gd,Gd,2,6,2003,2003,0.0,2003.0,0,Fin,Attchd,Ex,0,PConc,,0,660
217000,6,1494,2,TA,576,1479,1494,Gd,Gd,2,6,1997,1997,0.0,1997.0,0,RFn,Attchd,Ex,1200,PConc,79.0,168,0
275500,8,2098,3,Gd,878,1030,1038,Gd,Ex,2,8,2005,2005,178.0,2005.0,1,RFn,Attchd,Gd,0,PConc,80.0,192,1060
156000,6,1026,2,TA,440,1026,1026,TA,Gd,1,5,1969,2005,0.0,1969.0,0,RFn,Detchd,Gd,439,CBlock,61.0,171,0
172500,6,1471,2,TA,440,729,742,Gd,TA,2,6,1999,1999,894.0,1999.0,0,Unf,Detchd,Gd,381,PConc,34.0,0,729
212000,8,1768,2,Gd,578,866,866,Gd,Gd,2,7,2007,2007,0.0,2007.0,0,RFn,Attchd,Ex,20,PConc,68.0,144,902
158900,6,1386,2,TA,440,672,672,TA,TA,2,6,1978,1978,328.0,1978.0,1,Fin,Attchd,TA,438,CBlock,,335,714
179400,7,1501,2,TA,440,744,757,Gd,TA,2,6,1999,1999,360.0,1999.0,0,Unf,Detchd,Gd,549,PConc,24.0,0,744
290000,8,2531,3,Gd,752,1318,1328,Gd,Gd,2,9,1995,1995,513.0,1995.0,1,RFn,Attchd,Ex,56,PConc,65.0,222,1203
127500,6,864,1,TA,300,864,864,TA,TA,1,5,1959,1959,0.0,2008.0,0,Unf,Detchd,Ex,612,CBlock,70.0,0,0
100000,5,1301,2,TA,440,1145,1301,TA,Fa,1,5,1924,1950,0.0,1965.0,0,Unf,Detchd,TA,405,PConc,60.0,0,0
215200,7,1547,2,TA,614,756,764,Gd,Gd,2,7,2009,2009,0.0,2009.0,0,Unf,Attchd,Ex,24,PConc,72.0,169,783
337000,8,2365,3,Gd,856,1252,1268,Gd,Gd,2,8,1999,1999,673.0,1999.0,1,RFn,Attchd,Ex,1163,PConc,82.0,0,1097
270000,8,1494,2,Gd,481,1494,1494,Gd,Ex,1,6,1995,1996,0.0,1995.0,1,Fin,Attchd,Ex,437,PConc,30.0,0,0
264132,9,1506,2,Gd,592,1498,1506,Gd,Ex,2,6,2008,2008,284.0,2008.0,1,Fin,Attchd,Ex,0,PConc,75.0,0,0
196500,7,1714,2,TA,496,980,980,Gd,TA,2,7,1988,1988,42.0,1988.0,1,Unf,Attchd,TA,394,CBlock,80.0,228,734
160000,6,1750,1,TA,423,983,983,Gd,TA,2,7,1940,1985,0.0,1989.0,0,Unf,Attchd,Ex,660,CBlock,75.0,245,767
216837,7,1836,2,Gd,484,1860,1836,Gd,Gd,2,8,2004,2005,0.0,2004.0,1,Fin,Attchd,Ex,24,PConc,70.0,120,0
538000,8,3279,3,Ex,841,1650,1690,Gd,Ex,3,12,2003,2003,603.0,2003.0,1,Fin,BuiltIn,Ex,1416,PConc,47.0,503,1589
134900,5,858,2,TA,576,858,858,Gd,TA,1,5,1982,1982,0.0,1983.0,0,Unf,Detchd,TA,685,CBlock,,120,0
102000,4,1220,2,TA,396,836,1220,Fa,TA,1,6,1951,1951,0.0,1951.0,0,Unf,Detchd,TA,836,CBlock,67.0,0,0
107000,6,1117,2,TA,672,1029,1117,TA,TA,1,6,1976,1976,0.0,1976.0,1,Unf,Detchd,TA,422,CBlock,94.0,144,0
114500,5,912,1,TA,275,912,912,TA,TA,1,5,1958,1958,1.0,1958.0,0,RFn,Attchd,Ex,456,CBlock,70.0,0,0
395000,8,1973,3,Gd,895,1935,1973,Gd,Gd,2,9,2006,2006,375.0,2006.0,1,Fin,Attchd,Gd,0,PConc,110.0,315,0
162000,6,1204,2,TA,412,1204,1204,Ex,TA,2,5,1998,1998,320.0,1998.0,0,Fin,Attchd,Ex,866,PConc,32.0,0,0
221500,7,1614,3,Gd,865,1614,1614,Gd,Gd,2,7,2005,2006,240.0,2005.0,0,RFn,Attchd,Ex,20,PConc,86.0,144,0
142500,5,894,2,TA,440,864,894,TA,TA,1,5,1974,1974,0.0,1974.0,1,Unf,Attchd,TA,762,CBlock,100.0,241,0
144000,5,2020,2,TA,630,0,2020,,TA,2,10,1977,1977,320.0,1977.0,2,Unf,Detchd,TA,0,Slab,60.0,0,0
135000,6,1004,2,TA,504,975,1004,Gd,TA,1,4,1977,1977,90.0,1977.0,0,Unf,Attchd,TA,975,CBlock,78.0,0,0
176000,7,1253,2,TA,402,1237,1253,Gd,TA,2,6,1995,1996,38.0,1995.0,1,Fin,Attchd,Gd,0,PConc,63.0,220,0
175900,6,1603,2,Gd,484,761,810,Gd,Gd,2,7,1992,1992,0.0,1992.0,0,RFn,Attchd,Ex,387,PConc,65.0,0,793
187100,7,1430,2,Gd,605,1413,1430,Gd,Gd,2,6,2001,2002,0.0,2001.0,0,RFn,Attchd,Ex,0,PConc,67.0,0,0
165500,5,1110,2,TA,602,1097,1110,Gd,Gd,1,4,1978,1978,104.0,1978.0,1,Fin,Attchd,Ex,1097,PConc,,303,0
128000,6,1484,0,TA,0,742,742,TA,TA,2,9,1914,2001,0.0,,1,,,Ex,0,CBlock,35.0,0,742
161500,6,1342,2,TA,457,1372,1342,TA,TA,2,7,1967,1967,0.0,1967.0,1,Unf,Attchd,TA,251,CBlock,,0,0
139000,5,1652,1,TA,416,686,966,Fa,TA,2,7,1915,1950,0.0,1961.0,0,Unf,Detchd,TA,686,PConc,60.0,0,686
233000,7,2084,2,Gd,618,956,956,Gd,Gd,2,8,2004,2004,0.0,2004.0,0,RFn,BuiltIn,Ex,656,PConc,76.0,0,1128
107900,4,901,1,TA,281,901,901,TA,TA,1,4,1954,2000,0.0,1954.0,0,Unf,Detchd,Ex,0,CBlock,50.0,0,0
187500,6,2087,2,TA,444,832,976,TA,Gd,2,9,1966,2007,157.0,1966.0,0,Fin,Attchd,Gd,568,CBlock,,133,1111
160200,7,1145,2,Gd,397,1145,1145,Gd,Gd,2,5,2005,2006,11.0,2005.0,1,Fin,Attchd,Ex,16,PConc,43.0,100,0
146800,6,1062,2,TA,539,1029,1062,Gd,TA,1,5,1976,1976,0.0,1976.0,2,RFn,Attchd,TA,539,PConc,,120,0
269790,7,2013,2,Gd,455,1117,1127,Gd,TA,2,8,1996,1997,0.0,1997.0,1,Unf,Attchd,Ex,862,PConc,92.0,180,886
225000,8,1496,2,Gd,474,1496,1496,Gd,Gd,2,7,2007,2007,140.0,2007.0,0,Fin,Attchd,Ex,0,PConc,76.0,168,0
194500,7,1895,2,Gd,409,712,1086,Gd,Gd,2,7,1994,1996,0.0,1994.0,1,Fin,Attchd,Ex,0,PConc,,143,809
171000,6,1564,2,TA,476,650,888,Gd,TA,2,7,1980,1981,130.0,1980.0,1,Unf,Attchd,TA,0,CBlock,70.0,0,676
143500,6,1285,2,TA,528,660,1285,TA,TA,1,7,1977,1977,148.0,1977.0,1,RFn,Attchd,Ex,0,CBlock,71.0,138,0
110000,5,773,1,TA,240,773,773,TA,TA,1,4,1953,1953,0.0,1953.0,0,Unf,Attchd,Gd,570,CBlock,57.0,0,0
485000,9,3140,3,Ex,820,1926,1966,Ex,Ex,3,11,2008,2009,860.0,2009.0,2,Fin,BuiltIn,Ex,0,PConc,104.0,144,1174
175000,5,1768,1,TA,240,731,981,Gd,Gd,1,7,1937,1950,252.0,1939.0,2,Unf,Detchd,Ex,569,BrkTil,60.0,0,787
200000,6,1688,2,TA,603,616,616,Gd,Gd,2,8,1997,1997,0.0,1997.0,0,RFn,Attchd,Gd,462,PConc,79.0,403,1072
109900,4,1196,2,TA,440,1196,1196,TA,TA,1,5,1916,1990,0.0,1957.0,0,Unf,Detchd,Ex,197,CBlock,40.0,0,0
189000,7,1456,2,Gd,410,728,728,Gd,Gd,2,7,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,648,PConc,63.0,36,728
582933,9,2822,3,Ex,1020,1734,1734,Ex,Ex,3,12,2008,2009,424.0,2009.0,1,RFn,BuiltIn,Ex,0,PConc,107.0,52,1088
118000,5,1128,1,TA,286,936,1128,TA,TA,1,5,1954,1954,0.0,1954.0,0,Unf,Attchd,TA,812,CBlock,75.0,0,0
227680,7,1428,2,Gd,554,1417,1428,Gd,Ex,2,6,2008,2008,256.0,2008.0,0,RFn,Attchd,Ex,0,PConc,91.0,0,0
135500,5,980,1,TA,384,980,980,TA,TA,2,6,1967,1967,0.0,1967.0,0,Fin,Attchd,Gd,400,PConc,75.0,68,0
223500,5,1576,2,TA,528,1324,1072,TA,Gd,1,6,1923,2004,0.0,1923.0,1,RFn,Attchd,Ex,1309,CBlock,144.0,0,504
159950,5,1086,2,TA,484,1024,1086,TA,TA,1,6,1966,1966,1047.0,1966.0,1,RFn,Attchd,TA,516,CBlock,85.0,0,0
106000,5,2138,2,TA,360,849,1075,TA,TA,2,11,1898,1965,0.0,1910.0,0,Unf,Detchd,TA,0,PConc,90.0,40,1063
181000,6,1309,2,TA,484,1040,1309,TA,Gd,1,5,1974,1999,99.0,1974.0,1,RFn,Attchd,Fa,663,CBlock,78.0,265,0
144500,6,848,2,Gd,420,848,848,Gd,Gd,1,4,2004,2004,169.0,2004.0,1,Fin,Attchd,Ex,662,PConc,,140,0
55993,5,1044,2,Fa,504,540,1044,TA,Fa,1,4,1952,1952,0.0,1952.0,0,Unf,Basment,TA,0,CBlock,66.0,0,0
157900,6,1442,1,TA,301,1442,1442,TA,TA,1,7,1958,1958,243.0,1958.0,0,RFn,Attchd,Gd,608,CBlock,75.0,0,0
116000,5,1250,1,TA,280,686,686,TA,Fa,1,7,1918,1950,0.0,1955.0,0,Unf,Detchd,Gd,0,BrkTil,45.0,207,564
224900,7,1661,2,TA,598,1649,1661,Gd,Gd,2,6,1998,1998,442.0,1998.0,0,RFn,Attchd,Ex,0,PConc,48.0,0,0
137000,5,1008,1,TA,275,1008,1008,TA,TA,1,4,1954,1954,0.0,1954.0,1,RFn,Attchd,Gd,486,CBlock,,0,0
271000,8,1689,3,Gd,857,1568,1689,Gd,Gd,2,7,2002,2002,148.0,2002.0,2,RFn,Attchd,Ex,1218,PConc,,150,0
155000,6,1052,2,TA,440,1010,1052,TA,TA,1,6,1971,1971,80.0,1971.0,0,Unf,Attchd,Gd,504,CBlock,80.0,0,0
224000,7,1358,2,Gd,484,1358,1358,Gd,Gd,2,6,2009,2010,128.0,2010.0,1,RFn,Attchd,Ex,733,PConc,44.0,192,0
183000,7,1640,2,Gd,595,798,798,Gd,Gd,2,6,2003,2003,0.0,2003.0,0,RFn,Attchd,Ex,0,PConc,72.0,0,842
93000,4,936,2,Fa,576,936,936,Fa,TA,1,4,1953,1953,0.0,1974.0,0,Unf,Detchd,TA,0,CBlock,60.0,0,0
225000,7,1733,2,Gd,433,847,847,Gd,Gd,2,7,2003,2003,0.0,2003.0,1,Fin,BuiltIn,Ex,0,PConc,,100,886
139500,6,1489,1,TA,240,778,944,TA,TA,2,7,1940,1950,0.0,1940.0,1,Unf,Detchd,TA,0,BrkTil,60.0,335,545
232600,8,1489,2,Gd,776,1489,1489,Gd,Gd,2,7,2006,2006,0.0,2006.0,1,RFn,Attchd,Ex,0,PConc,81.0,0,0
385000,10,2084,3,Ex,1220,2078,2084,Ex,Ex,2,7,2007,2008,816.0,2007.0,1,Fin,Attchd,Ex,1636,PConc,114.0,188,0
109500,5,784,0,TA,0,784,784,TA,Gd,1,5,1924,1950,0.0,,0,,,Gd,784,BrkTil,50.0,0,0
189000,7,1434,2,Gd,527,1454,1434,Gd,Gd,2,6,2001,2001,0.0,2001.0,1,RFn,Attchd,Ex,20,PConc,65.0,290,0
185000,5,2126,2,TA,538,1013,1160,TA,TA,2,7,1967,1967,0.0,1967.0,0,Fin,Attchd,TA,249,PConc,,486,966
147400,7,1223,2,Gd,480,600,520,Gd,Gd,2,4,2005,2005,0.0,2005.0,0,RFn,Detchd,Ex,0,PConc,24.0,0,623
166000,6,1392,2,TA,458,1392,1392,TA,TA,1,6,1957,1957,387.0,1957.0,2,RFn,Attchd,TA,1040,CBlock,80.0,0,0
151000,7,1200,2,TA,480,600,520,Gd,Gd,2,4,2005,2005,0.0,2005.0,0,RFn,Detchd,Ex,0,PConc,30.0,0,600
237000,7,1829,2,Gd,613,941,941,Gd,Gd,2,7,2003,2003,223.0,2003.0,1,RFn,Attchd,Ex,483,PConc,44.0,192,888
167000,6,1516,2,TA,472,1516,1516,TA,TA,1,6,1964,1964,180.0,1964.0,0,RFn,Attchd,TA,196,CBlock,100.0,0,0
139950,5,1144,2,TA,456,1144,1144,TA,TA,1,6,1961,1961,136.0,1961.0,0,Unf,Attchd,Gd,572,CBlock,75.0,0,0
128000,4,1067,2,TA,436,1067,1067,Gd,Gd,2,4,1950,1995,0.0,1996.0,0,Unf,Attchd,TA,442,CBlock,60.0,290,0
153500,5,1559,2,TA,812,1559,1559,TA,TA,1,5,1948,1973,0.0,1948.0,0,Unf,Detchd,Gd,338,BrkTil,90.0,0,0
100000,6,987,1,TA,264,483,483,TA,TA,1,5,1973,1973,158.0,1973.0,0,Unf,Detchd,TA,330,CBlock,21.0,0,504
144000,5,1099,1,TA,352,1099,1099,Gd,Gd,1,6,1995,2006,0.0,1999.0,0,Unf,Attchd,Ex,0,PConc,75.0,278,0
130500,5,1200,1,TA,240,768,768,TA,TA,1,6,1946,1995,0.0,1946.0,0,Unf,Detchd,Ex,352,CBlock,70.0,0,432
140000,6,1482,1,TA,400,672,810,TA,Fa,2,7,1925,1950,0.0,1934.0,0,Unf,Detchd,TA,156,BrkTil,,0,672
157500,5,1539,2,TA,686,650,958,TA,Gd,2,8,1904,2002,0.0,1983.0,1,Unf,Detchd,Gd,0,PConc,60.0,70,581
174900,6,1165,2,TA,490,1127,1165,TA,TA,1,6,1966,1966,183.0,1966.0,0,RFn,Attchd,TA,312,CBlock,82.0,0,0
141000,5,1800,0,TA,0,1800,1800,TA,TA,2,10,1961,1961,0.0,,0,,,Ex,0,CBlock,80.0,0,0
153900,5,1416,3,TA,720,876,876,TA,TA,1,7,1915,1950,0.0,1949.0,1,Unf,Detchd,Gd,0,BrkTil,100.0,418,540
171000,5,1701,2,TA,611,1390,1701,Gd,TA,2,6,1975,1981,0.0,1975.0,2,Fin,Basment,TA,1390,CBlock,,0,0
213000,7,1775,2,Gd,425,740,1006,Gd,Gd,2,7,1993,1993,137.0,1993.0,1,Unf,Attchd,Ex,513,PConc,75.0,234,769
133500,5,864,1,TA,338,864,864,TA,TA,1,5,1972,1972,0.0,1972.0,1,Unf,Attchd,Ex,460,CBlock,36.0,0,0
240000,6,2358,2,TA,360,907,1307,TA,TA,3,10,1908,1997,0.0,1908.0,1,Unf,Detchd,TA,0,BrkTil,75.0,486,1051
187000,6,1855,2,Gd,512,528,1094,TA,TA,2,7,1976,1994,360.0,1976.0,1,RFn,Attchd,Ex,0,CBlock,80.0,113,761
131500,6,848,2,Gd,420,848,848,Gd,Gd,1,3,2003,2003,170.0,2003.0,0,Fin,Attchd,Ex,659,PConc,36.0,140,0
215000,8,1456,2,Gd,400,1273,1456,Gd,Gd,2,7,2003,2003,40.0,2003.0,1,Fin,Attchd,Ex,0,PConc,,143,0
164000,7,1646,1,TA,240,918,918,TA,TA,2,7,1941,1950,0.0,1941.0,2,Unf,Detchd,Gd,364,CBlock,53.0,0,728
158000,6,1445,2,TA,645,1127,1445,TA,TA,1,7,1964,1964,115.0,1964.0,1,RFn,Attchd,TA,564,CBlock,,180,0
170000,5,1779,2,TA,454,1763,1779,TA,TA,1,6,1955,1974,0.0,1955.0,1,Unf,Attchd,TA,306,CBlock,102.0,0,0
127000,5,1040,1,TA,260,1040,1040,TA,TA,1,6,1962,2010,0.0,1962.0,0,Unf,Detchd,Ex,659,CBlock,,0,0
147000,6,1026,2,TA,576,940,1026,Gd,TA,1,5,1978,1978,0.0,1981.0,0,Unf,Detchd,TA,505,CBlock,,0,0
174000,6,1481,2,TA,343,702,702,Gd,TA,2,6,1994,1995,0.0,1994.0,1,Fin,Attchd,Gd,0,PConc,65.0,0,779
152000,7,1370,2,TA,479,1090,1370,Gd,TA,2,6,1976,1976,189.0,1976.0,1,RFn,Attchd,TA,0,CBlock,80.0,0,0
250000,6,2654,2,TA,619,1054,1512,TA,Gd,2,9,1968,1984,220.0,1968.0,1,Unf,Attchd,TA,619,CBlock,,0,1142
189950,7,1426,1,Gd,216,912,912,TA,Gd,1,7,1918,1998,0.0,1925.0,1,Unf,Detchd,Gd,0,BrkTil,55.0,0,514
131500,5,1039,2,TA,504,1039,1039,TA,TA,1,6,1965,1965,0.0,1965.0,0,Unf,Attchd,Ex,841,PConc,75.0,0,0
152000,6,1097,2,TA,480,1040,1097,Gd,TA,2,6,1984,1985,0.0,1986.0,0,Unf,Attchd,TA,338,PConc,81.0,0,0
132500,5,1148,1,TA,672,1148,1148,TA,TA,1,6,1959,1959,0.0,1959.0,0,Unf,Attchd,TA,1148,CBlock,70.0,0,0
250580,7,1372,2,Gd,529,1372,1372,Ex,Gd,2,6,2007,2008,0.0,2008.0,0,Fin,Attchd,Ex,0,PConc,72.0,0,0
148500,5,1002,2,TA,902,1002,1002,TA,TA,1,5,1970,1970,76.0,1973.0,0,Unf,Detchd,TA,828,CBlock,,0,0
248900,8,1646,3,Gd,870,1638,1646,Gd,Gd,2,6,2006,2007,274.0,2007.0,1,RFn,Attchd,Ex,0,PConc,67.0,192,0
129000,4,1120,2,TA,544,1040,1120,TA,Fa,1,5,1961,1961,0.0,1961.0,0,RFn,Attchd,TA,932,CBlock,85.0,168,0
169000,5,2320,2,TA,672,0,1547,,TA,2,7,1948,1950,0.0,1979.0,1,Unf,Attchd,Gd,0,Slab,,120,720
236000,7,1949,2,Gd,574,1050,1062,Gd,Gd,2,8,1993,1994,246.0,1993.0,1,Fin,Attchd,Ex,750,PConc,80.0,156,887
109500,5,894,1,TA,308,894,894,TA,TA,1,5,1962,1962,0.0,1962.0,0,Unf,Detchd,Gd,0,CBlock,60.0,0,0
200500,6,1682,2,TA,523,804,804,Gd,Gd,2,7,1998,1998,116.0,1998.0,0,RFn,Attchd,Ex,505,PConc,70.0,0,878
116000,5,910,2,Gd,414,105,910,TA,Gd,1,5,1953,1996,0.0,1953.0,0,Unf,Attchd,Gd,0,Stone,74.0,196,0
133000,5,1268,1,Gd,288,832,1036,TA,TA,1,6,1949,1950,0.0,1949.0,1,Unf,Attchd,Gd,375,CBlock,60.0,0,0
66500,5,1131,1,TA,200,676,676,TA,TA,1,5,1941,1950,0.0,1941.0,0,Unf,Detchd,Ex,0,CBlock,52.0,26,455
303477,8,2610,2,Gd,550,1184,1184,Gd,Ex,2,11,2007,2007,0.0,2007.0,1,Fin,BuiltIn,Ex,64,PConc,75.0,208,1426
132250,4,1040,2,TA,648,1064,1040,TA,TA,1,5,1963,1963,0.0,1963.0,0,Unf,Attchd,Gd,633,PConc,94.0,0,0
350000,9,2224,3,Gd,738,1462,1462,Ex,Ex,2,10,2004,2005,216.0,2004.0,1,Fin,Attchd,Ex,1170,PConc,74.0,184,762
148000,5,1155,2,TA,576,1109,1155,TA,Gd,1,6,1961,1995,0.0,1987.0,0,Unf,Detchd,TA,899,CBlock,88.0,192,0
136500,5,864,1,Gd,336,864,864,TA,TA,1,6,1978,2005,90.0,1978.0,0,Unf,Attchd,Ex,646,CBlock,,0,0
157000,5,1090,2,TA,450,1090,1090,Ex,TA,1,5,2005,2006,0.0,2005.0,0,Fin,Attchd,Gd,980,PConc,60.0,0,0
187500,7,1717,2,Gd,400,1156,1187,Gd,Gd,2,7,1990,1991,117.0,1990.0,1,RFn,Attchd,Ex,902,CBlock,44.0,168,530
178000,6,1593,2,TA,389,808,808,Gd,TA,2,7,1992,1993,0.0,1993.0,1,RFn,BuiltIn,Gd,0,PConc,,342,785
118500,4,2230,1,Gd,440,795,954,TA,TA,1,10,1912,1950,0.0,1997.0,0,Unf,Detchd,TA,0,PConc,60.0,0,795
100000,5,892,1,TA,288,892,892,TA,TA,1,5,1967,1967,60.0,1967.0,0,RFn,Attchd,TA,432,CBlock,65.0,0,0
328900,9,1709,2,Gd,506,1698,1709,Ex,Gd,2,5,1999,2000,60.0,1999.0,1,Fin,Attchd,Ex,1238,PConc,50.0,97,0
145000,5,1712,2,TA,588,1626,1712,TA,TA,2,8,1959,2005,122.0,2005.0,0,Fin,Attchd,Ex,528,CBlock,70.0,272,0
135500,5,1393,1,TA,300,816,872,TA,TA,1,8,1955,1955,0.0,1955.0,0,Unf,Attchd,TA,0,PConc,59.0,121,521
268000,8,2217,2,Gd,621,2217,2217,TA,Gd,2,8,1970,1970,0.0,1970.0,1,Unf,Attchd,Ex,351,PConc,95.0,81,0
149500,6,1505,2,TA,505,1505,1505,TA,TA,1,6,1953,1953,90.0,1953.0,1,RFn,Attchd,Ex,1024,CBlock,128.0,0,0
122900,5,924,2,TA,576,672,672,TA,TA,1,6,1949,2006,0.0,2003.0,1,Unf,Detchd,Ex,0,CBlock,60.0,0,252
172500,6,1683,2,TA,440,918,918,TA,TA,2,7,1978,1978,92.0,1978.0,1,RFn,Attchd,Gd,226,CBlock,70.0,243,765
154500,6,1068,1,TA,264,1059,1068,TA,TA,1,6,1963,2003,0.0,1963.0,0,RFn,Attchd,TA,663,CBlock,70.0,192,0
165000,5,1383,1,TA,354,1383,1383,Gd,TA,1,6,1954,1954,0.0,1954.0,1,Unf,Attchd,TA,1064,PConc,,511,0
118858,5,1535,2,TA,400,0,1535,,TA,2,8,1979,1979,0.0,1979.0,0,Unf,Attchd,TA,0,Slab,64.0,0,0
140000,6,1796,2,TA,483,780,983,TA,TA,1,8,1963,1963,415.0,1963.0,1,RFn,Attchd,TA,400,CBlock,71.0,0,813
106500,4,951,1,TA,327,951,951,TA,TA,1,6,1936,1950,0.0,1936.0,0,Unf,Detchd,Ex,285,BrkTil,50.0,0,0
142953,5,2240,2,TA,528,0,1120,,TA,2,12,1979,1979,0.0,1979.0,0,Unf,Detchd,TA,0,Slab,64.0,154,1120
611657,9,2364,3,Ex,820,2330,2364,Ex,Ex,2,11,2009,2010,760.0,2009.0,2,Fin,Attchd,Ex,2188,PConc,100.0,0,0
135000,5,1236,1,TA,288,912,1236,TA,TA,1,6,1961,1994,0.0,1961.0,1,Unf,Attchd,TA,465,CBlock,65.0,0,0
110000,4,858,1,TA,684,858,858,TA,TA,1,4,1971,1971,0.0,1979.0,0,Unf,Detchd,TA,322,CBlock,,0,0
153000,5,1306,1,TA,756,992,1306,TA,TA,1,5,1957,2000,0.0,1968.0,0,Unf,Detchd,TA,860,CBlock,64.0,0,0
180000,7,1509,2,Gd,393,783,807,Gd,Gd,2,8,2003,2003,0.0,2003.0,1,Fin,Attchd,Ex,0,PConc,63.0,0,702
240000,7,1670,3,Gd,690,1670,1670,Gd,Gd,2,7,2006,2006,27.0,2006.0,1,RFn,Attchd,Ex,0,PConc,50.0,144,0
125500,5,902,1,TA,288,876,902,TA,TA,1,6,1967,1967,75.0,1967.0,0,Unf,Attchd,TA,599,CBlock,,0,0
128000,5,1063,1,TA,280,1056,1063,TA,TA,1,6,1954,1954,110.0,1954.0,0,RFn,Attchd,TA,354,CBlock,80.0,0,0
255000,8,1636,3,Gd,865,1623,1636,Gd,Gd,2,8,2006,2006,208.0,2006.0,1,RFn,Attchd,Ex,63,PConc,116.0,0,0
250000,7,2057,1,Gd,180,1017,1020,Gd,Gd,1,6,1936,1987,0.0,1936.0,1,Fin,Attchd,Gd,223,CBlock,86.0,0,1037
131000,5,902,2,TA,484,864,902,Gd,TA,1,5,1983,1983,0.0,1983.0,0,Unf,Attchd,TA,301,CBlock,,164,0
174000,6,1484,2,Gd,390,742,742,Gd,Gd,2,8,2005,2005,0.0,2005.0,1,Fin,Attchd,Ex,0,PConc,149.0,36,742
154300,5,2274,2,TA,480,1105,1105,TA,TA,2,12,1960,1960,361.0,1960.0,0,Unf,Detchd,TA,443,CBlock,80.0,0,1169
143500,5,1268,1,TA,252,1268,1268,Gd,Gd,1,5,1977,1989,0.0,1978.0,0,Unf,Detchd,TA,196,CBlock,,173,0
88000,5,1015,1,TA,450,768,1015,TA,TA,1,6,1925,1950,0.0,1925.0,0,Unf,Detchd,TA,489,BrkTil,51.0,0,0
145000,5,2002,3,TA,871,1001,1001,TA,TA,2,8,1949,1950,0.0,1949.0,0,Unf,2Types,TA,284,CBlock,82.0,0,1001
173733,6,1224,2,Gd,528,612,612,Gd,Gd,2,4,2009,2009,76.0,2009.0,0,RFn,Detchd,Ex,294,PConc,30.0,0,612
75000,4,1092,1,TA,286,546,546,TA,TA,1,6,1970,1970,80.0,1970.0,0,Unf,Attchd,Fa,0,CBlock,21.0,0,546
35311,2,480,1,TA,308,480,480,TA,TA,0,4,1949,1950,0.0,1958.0,0,Unf,Detchd,TA,50,CBlock,50.0,0,0
